comment,nickname,rank,tilte 
精神紧张节奏控制,kanbujian,11,国外队提速啊！
来了来了,houraisan666,24,我要表白CN Dota，我要上头条！！！
南方四川妹子：大哥来耍一哈嘛,eurus,14,南方姑娘话不多笑起来是平静优雅，那么东百姑娘呢？
包子在maybe这个年纪已经9冠在手了,Deathstroke,22,Maybe终究是能打出来的，CTY则不一定
lei了lei了，汤姆猫,邪颚泰迪,14,如果你的老婆不孕不育，你会选择离婚吗？
不懂伐木,daathzero,12,打boom奇迹黑的狗头
 来了来了,扭曲的温拿粉,15,打boom奇迹黑的狗头
muted,昵称已被反复使用,4,论坛各部门准入条件和管理办法
阳台的内酷 发表于 2016-5-14 14:42好久不见～潜水党,圣战水平,21,论坛各部门准入条件和管理办法
又是我最喜欢的汤姆猫变态投票,狂魔洛斯卡,22,水友们有走过旱道吗？
两个8分小jiejie给你透，你得有多傻才会离婚？,孟子翔,15,如果婚后发现老婆是les 你会离婚吗
楼主身高一看就是编的，我看至少有761,baiwhite00,14,本狗头的辛酸相亲事
这个楼主是个萨特,justinzj,22,本狗头的辛酸相亲事
讲道理老陈这个B以前我觉得有情有义，现在看着真心戏精啊,Ed___,12,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
yy论坛百斯特论坛,Mindflay,15,52岁温碧霞51岁的周慧敏你们透不透
运营这个狗屁一样的词在dota里基本等于什么都没说，听着就很蠢。虽然宝哥解说蠢的一比，但是窝比较赞成他用“处理”这个词来表述中期较弱势的一方。起码这个词能听出个谁强谁弱，弱势期弱势一方用“处理”，强势期强势一方用“把握”窝觉得是没什么问题的。讲道理“运营”是运营了个什么瘠薄呢？到底是对面节奏放缓了，还是己方牵制了呢？牵制了哪里呢？说运营=什么都没说，唯一的作用大概就是比赛结束，总结一下然后谁“运营”的好就=吹谁。解说dota比赛我觉得起码把两方分开表达吧。两边几几开，谁在干嘛都总结不出来还解说个瘠薄。就像传统的进攻/防守一样，起码有个区别。而弱势一方如果“处理”的比较好，那么另一方可以继续陈述为对于对方的种种牵制，“应对”的不好，导致自己的强势阶段被拖过去了之类的。也不知道这群解说为什么这么词穷。,超级素质,14,为什么运营这个说法很蠢
斗鱼还是会放酸屁       ,扭曲的温拿粉,15,关于比赛版权斗鱼官方好像出来洗了
二珂这张p成松冈茉优了,chenyuyi,21,给大家透露一个峰哥和二珂的事吧，真假自己判断。
老师累了，有请四个助教上课,xbjpku,15,上课！全体起立！
比如峰哥,又要马儿不吃草,13,到底有没有ti冠军翻不了的盘
奇迹哥怎么说,叛逆的阿鲁巴,24,到底有没有ti冠军翻不了的盘
我全都要，蟹蟹,月不月,23,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
来了来了,勤学苦练雷增荣,13,3月07日赛事预告：16点Liquid对阵VG
赶紧分了吧 早死早超生,逸心平澜Simo,15,水友们 我被绿了吗？
等一个认爹,张全蛋13454818,13,液体3—2上来会不会把vgj锤了啊
muted,SG专业男科不贵,4,超玩通行证升级改版公告！
 这不是我想要的外射,扭曲的温拿粉,15,有懂外射的熊弟吗
买个入耳的不就好了,小纯情水,23,有懂外射的熊弟吗
社会全责,chongbaiwuwuwu,14,这种情况应该是谁的责任呢呢
我只想说妮儿真是美,呵呵粉,14,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
这个海底漫步鸽了,ripzhjizh,14,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
 对不起这个第四名积分我nb要了,eurus,14,万一 我说万一 vgj8强碰nb 输了
这sk你上你行吗,hercMoray,22,这约旦鳖除了会抱队友大腿还会干啥
这里不是意见区吗，我是认真的啊,ksmj,15,意见区请严肃
银川智障,hercMoray,22,这国士无双尼玛傻逼吧
基督教上课上课上课,kanbujian,11,国外队提速啊！
来了来了,hh_relic,21,我要表白CN Dota，我要上头条！！！
#在这里快速回复#本主题由 Lamenta 于 4 分钟前 打开,仁义无双蔡宜峰,27,我要表白CN Dota，我要上头条！！！
大兄弟，你中午吃的啥，x都给你整坏了！,Maoyanan,15,南方姑娘话不多笑起来是平静优雅，那么东百姑娘呢？
大兄弟，你中午吃的啥，x都给你整坏了！,lollorraine,20,南方姑娘话不多笑起来是平静优雅，那么东百姑娘呢？
对比CTY那么个动不动和队友全面决裂的脾气，Maybe好出太多,申生,14,Maybe终究是能打出来的，CTY则不一定
我觉得吧，领个小萝莉也不是不可以啊,路痴八戒,14,如果你的老婆不孕不育，你会选择离婚吗？
你特么不已经是8了吗,暮先生,24,打boom奇迹黑的狗头
建议取消绝对领域SG的绝对领域已经成笑话了,叫我小刘就好,22,论坛各部门准入条件和管理办法
走过，没想象中那么舒服,MervYn1976,21,水友们有走过旱道吗？
我他妈又不是傻逼～,wbk940122,23,如果婚后发现老婆是les 你会离婚吗
哭了哭了,傲娇之神,15,本狗头的辛酸相亲事
6.  黄：emmm，这样，你先去练练解说，看看大狗到时候要不要你。,MervYn1976,21,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
有啥不行的,maguorong,21,52岁温碧霞51岁的周慧敏你们透不透
运TM了个臭嗨,低语o.o千风,20,为什么运营这个说法很蠢
丑鲷天天说运营 难受的一笔,ythythyth123,21,为什么运营这个说法很蠢
斗鱼还是会放酸屁,带盾带奶百分百,20,关于比赛版权斗鱼官方好像出来洗了
leile是上海话好吧……是黄翔偷的,rva,15,给大家透露一个峰哥和二珂的事吧，真假自己判断。
温暖的 发表于 2018-3-2 20:32leile是上海话好吧……是黄翔偷的然而峰哥并不说啊，  黄翔直播一直在leile leile   才变成梗的啊 。  跟峰哥有个jb关系,gokuaj,14,给大家透露一个峰哥和二珂的事吧，真假自己判断。
赛老师好,思诺莱克,20,上课！全体起立！
据我观察 ti冠军半年内的盘极稳，之后会受成绩影响，然而无论如何都会有一批死忠时刻洗地。,renkj——1,20,到底有没有ti冠军翻不了的盘
罗王分身不就行了,jhjhjhj,23,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
罗王分身不就行了,jhjhjhj,23,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
来了来了。,鹿丸死矣~,20,3月07日赛事预告：16点Liquid对阵VG
来了来了,无尽的7点,13,3月07日赛事预告：16点Liquid对阵VG
 铁定是有别人了，心疼熊弟,chuangshishen,20,水友们 我被绿了吗？
yyks 发表于 2018-3-6 15:22老哥我信你一手这么明显的绿你还要骗自己？,新昵称123,11,水友们 我被绿了吗？
这也怕那也怕，不如帮vg带两罐奶粉一道回家？,抱鸡游走,14,液体3—2上来会不会把vgj锤了啊
muted,SG专业男科不贵,4,超玩通行证升级改版公告！
muted,SG专业男科不贵,4,超玩通行证升级改版公告！
小纯情水 发表于 2018-3-7 16:02买个入耳的不就好了我看说耳塞对耳朵伤害大 耳机相对好一些,不玩游戏会死星,24,有懂外射的熊弟吗
 DMP把妮给鸽了,wdwdbsnd,14,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
毕竟鸽子王,imba001,21,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
Pis喜当爹 发表于 2018-3-7 08:41 四天王里有个积分第五，牛瘪尖啸  4大天王有5个，这是常识。,hercMoray,22,万一 我说万一 vgj8强碰nb 输了
 然后nb进四强秒送,MervYn1976,21,万一 我说万一 vgj8强碰nb 输了
这sk你上你行吗,cnmlgbnmb,23,这约旦鳖除了会抱队友大腿还会干啥
 本帖最后由 我去过未来 于 2017-3-23 11:04 编辑 http://bbs.sgamer.com/thread-13303102-1-1.html版主，wouldend，喷人，很多次了，我上个号就被他类似下图这样恶心，请帮忙,我去过未来,15,意见区请严肃
强烈建议永封 二不二,MoVing,21,意见区请严肃
女儿都进重症监护了，着急啊,sspace,22,这国士无双尼玛傻逼吧
银川智障,风火轮,15,这国士无双尼玛傻逼吧
来了来了,暴打日漫痴,22,我要表白CN Dota，我要上头条！！！
唉呀妈呀，你可逗死我了 ,wuli惠利,23,南方姑娘话不多笑起来是平静优雅，那么东百姑娘呢？
 大兄弟，你中午吃的啥，x都给你整坏了！,来讲道理,21,南方姑娘话不多笑起来是平静优雅，那么东百姑娘呢？
对比CTY那么个动不动和队友全面决裂的脾气，Maybe好出太多,落丶尘,23,Maybe终究是能打出来的，CTY则不一定
多好，以后就不用戴套也不用担心怀孕。然后领养一个看的顺眼，智商高的小孩。破费,sunmandzy,14,如果你的老婆不孕不育，你会选择离婚吗？
汤姆猫变态投票环节          ,那天的花,22,如果你的老婆不孕不育，你会选择离婚吗？
lailelaile,TILIKUM,14,打boom奇迹黑的狗头
好奇看了一眼，居然是篇新帖子啊,小聋瞎,23,论坛各部门准入条件和管理办法
 又是我最喜欢的汤姆猫变态投票,来讲道理,21,水友们有走过旱道吗？
No yy! All eyes on Niyy envy and cry,恪洲,23,如果婚后发现老婆是les 你会离婚吗
我他妈又不是傻逼～双飞8分梦中都不敢想,来讲道理,21,如果婚后发现老婆是les 你会离婚吗
哈哈哈前段时间是黄翔跪着求老陈，现在反过来了，有趣有趣,chongbaiwuwuwu,14,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
我可以透30岁的吗,尘封你的笑,23,52岁温碧霞51岁的周慧敏你们透不透
 运营不是撸狗解说讲的最多吗,Nemo_zcy,22,为什么运营这个说法很蠢
国外那些比赛也跟完美有关系？忽悠谁呢。imbatv不就搞到pgl的了,woshibyg,15,关于比赛版权斗鱼官方好像出来洗了
斗鱼还是会放酸屁,做个梦给你,11,关于比赛版权斗鱼官方好像出来洗了
gokuaj 发表于 2018-3-3 00:20然而峰哥并不说啊，  黄翔直播一直在leile leile   才变成梗的啊 。  跟峰哥有个jb关系 ...缘来是小龙人，*笑*笑,温暖的,15,给大家透露一个峰哥和二珂的事吧，真假自己判断。
 赛老师好,扭曲的温拿粉,15,上课！全体起立！
 赛老师好,gioloe·sean,20,上课！全体起立！
峰哥啊。      ,鱼塘大爹,23,到底有没有ti冠军翻不了的盘
我只要峰哥的1000-5优惠券,langrensoso,20,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
来了来了,czzzy2012,14,3月07日赛事预告：16点Liquid对阵VG
周五晚上操作一晚上，周六体育课，是挺累的呀,strongmonkey,15,水友们 我被绿了吗？
我感觉你事有点多啊,John_Farrell,12,水友们 我被绿了吗？
web通行证能登录，论坛不能登录，从通行证跳转论坛也是未登录状态,waiwaiaifu12,15,超玩通行证升级改版公告！
 又死了哈哈哈哈哈哈哈哈,中亚的月亮,20,lanmu
 特别是这个银川KKY好吧 菜得让人看不下去了,Mr骗子,22,杰尼龟今天加个班 P下奶粉双雄大家支不支持啊
"replyreload += ',' + 35639391; 本帖最后由 liuquanhe 于 2016-8-16 19:03 编辑 从Sumail的Ti 决赛前推特发Eminem的歌词Lose Yourself 的开头http://bbs.sgamer.com/thread-12635001-1-1.html我发帖说他真是爸爸的好儿子因为Fear的Steam头像就是Eminem然后重点来了美国甲鱼Fear的游戏时间是18,726小时那么大家猜猜中国职业圈最努力的甲鱼的游戏时间是?Fear注册时间 2011-08-24 (dotamax显示)ZSMJ注册时间 2012-10-22 (dotamax显示) 答案投票后回复可见游客，如果您要查看本帖隐藏内容请回复联动讨论贴:http://bbs.sgamer.com/thread-12638137-1-1.html",hyz1412,23,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
 是个好中单啊,dmasdfdmazz,15,马桶有点强啊
 看奥爹表演了,fubenb,23,这把puck发挥好了直接处刑好吧
sony啊，各个价位都有,yanice,22,有懂外射的熊弟吗
 怎么比得过奶粉双熊两个点子王？,edwardleonardo,24,ORI一个人想办法
拉满，拉满,唯一八粉,20,罗马尼亚奶粉不限购
我擦 imba001 决胜局成功完成一次跳大五杀，获得殿军盾，奖励 7 枚 金币.,imba001,21,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
 我们年都没过，春节期间打了两个Major，还拿了个亚军，不丢人！回家过年喽！,早早早点,15,VG众人什么时候发微博
 对不起这个第四名积分我nb要了,飞翔的坑卢,22,万一 我说万一 vgj8强碰nb 输了
这sk你上你行吗,Jaskobe,15,这约旦鳖除了会抱队友大腿还会干啥
好的好的,bone322,23,意见区请严肃
 银川智障,千坟冢,20,这国士无双尼玛傻逼吧
来了来了,l459376799,15,我要表白CN Dota，我要上头条！！！
11111111111111111111111111,白羽菈菲尔,21,我要表白CN Dota，我要上头条！！！
唉呀妈呀，你可逗死我了,扭曲的温拿粉,15,南方姑娘话不多笑起来是平静优雅，那么东百姑娘呢？
大兄弟，得劲儿不？,南桥柳,12,南方姑娘话不多笑起来是平静优雅，那么东百姑娘呢？
maybe的能力就这样了再高也不会高了,先有酒神后有天,20,Maybe终究是能打出来的，CTY则不一定
#在这里快速回复#  吓得我赶紧去做了检查 选项 ,李1,25,如果你的老婆不孕不育，你会选择离婚吗？
来了来了,awner,14,打boom奇迹黑的狗头
funkzk 发表于 2016-5-14 14:58潜水党文学部需要你,阳台的内酷,24,论坛各部门准入条件和管理办法
我第99喜欢的脏姆猫的投票  ,飞翔的坑卢,22,水友们有走过旱道吗？
我他妈又不是傻逼,shaoruce,11,如果婚后发现老婆是les 你会离婚吗
6.  黄：emmm，这样，你先去练练解说，看看大狗到时候要不要你。        ,256053,22,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
所以图呢？,恪洲,23,52岁温碧霞51岁的周慧敏你们透不透
赛老师教学用语，一般解说不配说,yxedward,23,为什么运营这个说法很蠢
斗鱼还是会放酸屁,DaXiguagua,21,关于比赛版权斗鱼官方好像出来洗了
凡事不要问得那么细，自己想象,Youmad？,21,给大家透露一个峰哥和二珂的事吧，真假自己判断。
叛逆的阿鲁巴 发表于 2018-3-7 15:59奇迹哥怎么说到春节前lgd输液体的时候，小太监巡逻队不是到处骑脸,伐木被反杀,23,到底有没有ti冠军翻不了的盘
我全都要，蟹蟹          ,Nameless~,21,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
罗王佩恩六道，月入18万，马上晋升萨特,Diekiller,22,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
来了来了,薇奈特,13,3月07日赛事预告：16点Liquid对阵VG
来了来了,赛垃路屌,23,3月07日赛事预告：16点Liquid对阵VG
屌事情没有,w616182115,15,水友们 我被绿了吗？
刚在一起的时候就,黄挖心,21,水友们 我被绿了吗？
muted,我是来打广告的,4,超玩通行证升级改版公告！
muted,我是来打广告的,4,超玩通行证升级改版公告！
吃这个F笑死,kochosei,23,lanmu
昨天P个SCCC，粉丝就不开心了。说我输出不到刘畅就转火SCCC,脚滑的徐志雷,21,杰尼龟今天加个班 P下奶粉双雄大家支不支持啊
哈哈哈就,呵呵不能死,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
马桶强是强，但是这盘还是兰姆更胜一筹,ArteezyYB,14,马桶有点强啊
看国土表演了,CshZyy,15,这把puck发挥好了直接处刑好吧
外射没用的 该怀上还是要怀上,sanlrb@sina.com,23,有懂外射的熊弟吗
全队都是菠菜大王,maguorong,21,ORI一个人想办法
兰姆尖啸,ArteezyYB,14,罗马尼亚奶粉不限购
人之初 *本鸽          ,Somalian,23,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
带薪吃屎,马焦666,22,VG众人什么时候发微博
四天王nb进个四强不是理所应当？,基神战士,15,万一 我说万一 vgj8强碰nb 输了
"为什么我通过QQ账号登陆,回复一直显示在审核中QAQ",团儿最可爱了,12,意见区请严肃
dogfe416 发表于 2018-3-7 16:38 刚还有一波，顶着对面6级飞机走了一路就要吃那个奥术，我2000分都不敢去这么吃符 ...看了 他死了奥爹t下去抓了个人，这傻逼复活马上去中路送 艹,fubenb,23,这国士无双尼玛傻逼吧
来了来了,pcjoker,22,我要表白CN Dota，我要上头条！！！
muted,阿弥啊,4,Maybe终究是能打出来的，CTY则不一定
又到我第十喜欢的变态汤姆猫投票环节,我爱龙宝川,15,如果你的老婆不孕不育，你会选择离婚吗？
来了来了,邪王真眼冰蒂斯,23,打boom奇迹黑的狗头
阳台的内酷 发表于 2016-5-14 15:00文学部需要你我适合搬砖部,圣战水平,21,论坛各部门准入条件和管理办法
又是我最喜欢的汤姆猫变态投票,菠萝啃萝卜,25,水友们有走过旱道吗？
zr20061966 发表于 2018-3-7 13:46震中杯 ESL PGL TS 这些都和完美一点关系没有PGL还真有一点吧..毛子的比赛也可能有一点说法 但ESL这种组织绝对钱到位就行,Achefly,14,关于比赛版权斗鱼官方好像出来洗了
凡事不要问得那么细，自己想象,justinzj,22,给大家透露一个峰哥和二珂的事吧，真假自己判断。
sccc只是以前捧的高了，现在表现不好，让人不满所以被黑吧，整体还好吧……,qqending,13,到底有没有ti冠军翻不了的盘
MervYn1976 发表于 2018-3-6 16:10我本来就拥护峰哥，肯定选去yyf工作室啦峰哥牛逼！你他妈的不是阿森纳球迷吗？我们痔在比得工作室不要这种废物球迷,有啥好看的,12,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
来了来了,欢迎加入萝莉控,24,3月07日赛事预告：16点Liquid对阵VG
“我想和你多睡一晚”,maguorong,21,水友们 我被绿了吗？
没看完，陪表弟逛街是什么鬼你们外地都是断手断脚德国骨科？？？,PatricKiss,20,水友们 我被绿了吗？
求助那个账号解除QQ绑定密码到底是哪个？是QQ密码还是自己设置的所谓的通行证密码？我那个不小心绑定QQ的另一个小号试了无数次都提示我密码错误，，崩溃中！,scpysky,12,超玩通行证升级改版公告！
已经收了,當然是選擇,22,lanmu
窝就爱呵呵实名资瓷,扭曲的温拿粉,15,杰尼龟今天加个班 P下奶粉双雄大家支不支持啊
起码18万,_寂夜小丑,23,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
主要是国土压制队友压制的到位,CshZyy,15,马桶有点强啊
本主题由 傲断苍穹 于 1 小时前 限时高亮,linzhuanglong,23,就是想把你据为己有
看国土表演了,MervYn1976,21,这把puck发挥好了直接处刑好吧
可以可以,卜是窝的锅,22,本狗头人昨天刚收到研究生offer
8.  弱化能流——张志成,一言不合,24,既然如此，来头痛一个do圈现任第一癞皮狗
我选择进游戏自己切,ZayU,15,PGL Major看鲷还是官方
 鳖TM做梦了，董事长就算想潜也轮不到你，当RBQ也有讲究的OK？,天津裴勇俊,14,假如你在职场，你的董事长想潜规则你，你会？
来了来了,Skankhunt42,22,来个窝觉得挺好看的大jiejie 前30
不玩游戏会死星 发表于 2018-3-7 16:03我看说耳塞对耳朵伤害大 耳机相对好一些我用入耳十几年了，毛事没有,sspace,22,有懂外射的熊弟吗
 窝kiko要不高兴了  晚上又去七煌老板家吃鸡的,rtzz,22,喷奶粉就喷奶粉 别带着好男人教练啊
 本帖最后由 wuhucaojun 于 2018-3-7 10:31 编辑 我觉得，瑞士轮起码在dota2很不适合的，尤其bo1很蠢的。尤其是针对强队，经常打比赛选的阵容别人都大概知道，而冷门队像类似vg.j、TNC等套路别人都摸不清，运气好就能连胜。还有就是bo1影响状态。所以这个赛制只能适合csgo，（毕竟就那张地图，打的就是状态）。dota2有选人，BP占很大的胜率因素。所以，要么瑞士轮改为bo3或者分组打bo1积分循环赛。至于淘汰赛单败或双败都可以的，根据前面的赛制来决定。比如bo3瑞士轮后淘汰赛采用四强双败；bo1积分赛后淘汰赛采用14强单败。,wuhucaojun,14,关于dota2赛制瑞士轮和循环bo1分析
点子王点子还是多,零杀十三死,20,ORI一个人想办法
拉满扛回家,justinzj,22,罗马尼亚奶粉不限购
人之初 ， 本鸽,ydsefl,20,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
四天王nb进个四强不是理所应当？,暮先生,24,万一 我说万一 vgj8强碰nb 输了
Chrome不能登录Sgamer了···登录成功然后跳转以后又回到没登录的界面 死循环 现在只能用IE是什么鬼 QQ登录也一样,acolytewy,22,意见区请严肃
银川智障,Ayasaki,14,这国士无双尼玛傻逼吧
第一名是你们内部人员也可以的吗。。。,1601641794,23,我要表白CN Dota，我要上头条！！！
muted,tkofxixi,4,Maybe终究是能打出来的，CTY则不一定
Maybe不论打的如何心态一直很正常，输了也会像老手们虚心请教，从来不喊什么要做西恩doto第一人之类的口号 对比CTY那么个动不动和队友全面决裂的脾气，Maybe好出太多,晚秋的雾手,22,Maybe终究是能打出来的，CTY则不一定
又到我第十喜欢的变态汤姆猫投票环节,suchenshi2B,22,如果你的老婆不孕不育，你会选择离婚吗？
汤姆猫变态投票环节,似是故人來,20,如果你的老婆不孕不育，你会选择离婚吗？
来了来了,Bingo221,15,打boom奇迹黑的狗头
此为公开投票，其他人可看到您的投票项目,starsususu,12,水友们有走过旱道吗？
斗鱼还是会放酸屁  ,gioloe·sean,20,关于比赛版权斗鱼官方好像出来洗了
那个女的她雷了,Acesturntoban,15,给大家透露一个峰哥和二珂的事吧，真假自己判断。
没有 只要拿个ti冠军 管你什么戏精 爱喷粪都无所谓,n十六夜咲夜,24,到底有没有ti冠军翻不了的盘
我全都要，蟹蟹,yxedward,23,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
1008610086 发表于 2018-3-7 09:51小组赛还没打完吗没有,美元美元,17,3月07日赛事预告：16点Liquid对阵VG
LZ你这样即使没被绿也是迟早的事~,三好学生.,20,水友们 我被绿了吗？
好烦，这个号是为了绑定QQ注册的，然后我另外那个5级的QQ登陆的号因为手贱按了退出上不去了,darkmercy,14,超玩通行证升级改版公告！
我想问下 为什么我手机用浏览器登入了  然后我点一下论坛 又是没有登入状态 然后再登入就是在别的地方登入或者什么错误,eesb,21,超玩通行证升级改版公告！
已经收了,扭曲的温拿粉,15,lanmu
支持支持,aqdevf,14,杰尼龟今天加个班 P下奶粉双雄大家支不支持啊
万恶的回复可见,SCbati,23,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
马桶强是强，但是这盘还是兰姆更胜一筹,hercMoray,22,马桶有点强啊
马桶强是强，但是这盘还是兰姆更胜一筹,q261525978,14,马桶有点强啊
本主题由 傲断苍穹 于 1 小时前 限时高亮,NO_SF,22,就是想把你据为己有
看国土表演了,hercMoray,22,这把puck发挥好了直接处刑好吧
来了来了,不学有术,15,本狗头人昨天刚收到研究生offer
弱化能流-张志成,fleshTrihard,15,既然如此，来头痛一个do圈现任第一癞皮狗
暂时还没梦回ti2，破费好吧,十五个字符,14,PGL Major看鲷还是官方
是那种死了老公有个18岁女儿穿着高跟黑丝把你绑着踩着你的鸡儿并把你带给其他少妇女董事让你当他们的老公的那种董事长吗？,OB战地记者,21,假如你在职场，你的董事长想潜规则你，你会？
来了来了,26216200,22,来个窝觉得挺好看的大jiejie 前30
 这不是我想要的外射,DDATMT丫,23,有懂外射的熊弟吗
瑞士轮的BO3还可以，BO1就有点坑了,sully,21,关于dota2赛制瑞士轮和循环bo1分析
 全队都是菠菜大王,扭曲的温拿粉,15,ORI一个人想办法
全队都是菠菜大王,hercMoray,22,ORI一个人想办法
兰姆尖啸,satsujinki丶,14,罗马尼亚奶粉不限购
已经被轮盘了，你说我鸽不鸽,lieshi3o,12,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
对不起这个第四名积分我nb要了,256053,22,万一 我说万一 vgj8强碰nb 输了
muted,我还是打广告的,4,意见区请严肃
fubenlaoshi 发表于 2018-3-7 16:41看了 他死了奥爹t下去抓了个人，这傻逼复活马上去中路送 艹真NM点子大王，服了服了,dogfe416,20,这国士无双尼玛傻逼吧
来了来了,chende2002,24,我要表白CN Dota，我要上头条！！！
来了来了,wbk940122,23,我要表白CN Dota，我要上头条！！！
对比CTY那么个动不动和队友全面决裂的脾气，Maybe好出太多,我报警了。,20,Maybe终究是能打出来的，CTY则不一定
邪恶汤姆,gioloe·sean,20,如果你的老婆不孕不育，你会选择离婚吗？
楼上全是naive啊 嘿嘿节省了一皮卡,rtzz,22,打boom奇迹黑的狗头
又是我最喜欢的汤姆猫变态投票,paxcb,21,水友们有走过旱道吗？
斗鱼还是会放酸屁,pydjifeng,15,关于比赛版权斗鱼官方好像出来洗了
lei了lei了lei了lei了lei了lei了lei了lei了,不看床戏,20,给大家透露一个峰哥和二珂的事吧，真假自己判断。
奇迹鳖拿了Ti大概不被黑？,sysssss,23,到底有没有ti冠军翻不了的盘
3，正義の味方！,yoshiron,15,【峰黑进来一下】如果威风八面工作室给你2万月薪让你黑...
来了来了,国师的等身抱枕,22,3月07日赛事预告：16点Liquid对阵VG
你跟他说 你不想我来可以不来啊！,搞死你个2b,23,水友们 我被绿了吗？
我绑定的时候跳不出页面，是什么情况？,小伐的叔叔,15,超玩通行证升级改版公告！
已经收了,hercMoray,22,lanmu
窝就爱呵呵实名资瓷,hercMoray,22,杰尼龟今天加个班 P下奶粉双雄大家支不支持啊
我猜1000？,七目天启,23,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
马桶强是强，但是这盘还是兰姆更胜一筹,扭曲的温拿粉,15,马桶有点强啊
本主题由 傲断苍穹 于 1 小时前 限时高亮,kochosei,23,就是想把你据为己有
看国土表演了,扭曲的温拿粉,15,这把puck发挥好了直接处刑好吧
哪个学校啊兄弟,椿望,14,本狗头人昨天刚收到研究生offer
鲷哥傻逼，我替傻狗们说了,MervYn1976,21,PGL Major看鲷还是官方
又是我最喜欢的汤姆猫的变态投票了,drodo,15,假如你在职场，你的董事长想潜规则你，你会？
哭了哭了,傲娇之神,15,本狗头的辛酸相亲事
,默默伐木三千八,23,当年是我错怪了鸭糜酱了！
 随便问问,Penomenon,23,假如约妹子去香港的话应该去哪玩？
 楼上有人伺候您。。。,sda5827031,21,谢谢某某某的佛跳墙，楼上请
 他们的比赛都不想看啦。明知是一口屎，就不往上凑了,马焦666,22,vg是不是回家了？
 sk这英雄也是你能玩的？还好老子多测了几组数据再回来 没看这傻逼比赛,krehth0304,14,不看比赛都知道是傻逼张志成的锅
 奶粉双雄：收！我可以去你妈的吧 童军杰带着你那2条赌狗回家喝奶去吧,Mr骗子,22,童军杰：阵容有的打 前期没处理好
 今天开开心心带着妹纸吃鸡。可怜妹手软的SG还在想着戏精接下来怎么演戏呢。真是real啊！pink了,゛¨вēst.,20,等于说受到微博舆论影响的老陈，坚持两天dota就不行了
来了来了,sysssss,23,来个窝觉得挺好看的大jiejie 前30
这不是我想看的外射,lgd_800s,22,有懂外射的熊弟吗
sully 发表于 2018-3-7 10:18瑞士轮的BO3还可以，BO1就有点坑了BO3小组赛就太拖了呀,超级一大坨,24,关于dota2赛制瑞士轮和循环bo1分析
点子王点子还是多,dogfe416,20,ORI一个人想办法
兰姆尖啸,zsu232,22,罗马尼亚奶粉不限购
这不是女权斗士嘛,胸器迷人,24,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
dac ig赢了nb就是冠军，vgj同理,ap0456,22,万一 我说万一 vgj8强碰nb 输了
muted,我还是打广告的,4,意见区请严肃
银川智障,DaXiguagua,21,这国士无双尼玛傻逼吧
#在这里快速回复#，头条最多30个字符竞价成功后在首页显示24小时。,濑川泉,20,我要表白CN Dota，我要上头条！！！
不是你们为了喷甲鱼而捧出来的？甲鱼进8强，CTY预选赛淘汰，而且DK打的是不是职业队中最丑陋的,Polymorph,14,Maybe终究是能打出来的，CTY则不一定
5年老包粉，8年老雪民，10年小尿布，300年老鳖孙,ytrrtyyt,20,如果你的老婆不孕不育，你会选择离婚吗？
 来了来了,gioloe·sean,20,打boom奇迹黑的狗头
又是我最喜欢的汤姆猫变态投票,jbl3,21,水友们有走过旱道吗？
超级一大坨 发表于 2018-3-7 13:20那熊猫哪来的那么多比赛熊猫的比赛是imba的呀。。。,反过来赱赱,23,关于比赛版权斗鱼官方好像出来洗了
我还以为峰哥把二珂透了,Nameless~,21,给大家透露一个峰哥和二珂的事吧，真假自己判断。
时代在变 论坛在进步 现在拿了ti只是代表你有稳定盘了,CcccccYjw,21,到底有没有ti冠军翻不了的盘
