comment,nickname,rank,tilte 
楼主这SB的贴真接地气,卡卡卡卡卡得一笔,23,古天乐在内陆建了这些学校，是不是等于买了一大片地？
楼主这SB的贴真接地气,Pis喜当爹,20,古天乐在内陆建了这些学校，是不是等于买了一大片地？
566代练什么梗 有石锤吗？,LCFMM2000,22,566代练和奶子D开挂哪个*质更恶劣？
566自己说了啊 莫比净,yoshiron,15,566代练和奶子D开挂哪个*质更恶劣？
lcfmm2000 发表于 2018-3-6 16:59566代练什么梗 有石锤吗？有段时间的战绩全是他不玩的英雄，物品位置也和平常不一样，小刘有次晚上直播遇到乌总的号，但是是其他人玩的。,ckfear,21,566代练和奶子D开挂哪个*质更恶劣？
 那么飞机杯和真人的体验哪个更好点呢,千坟冢,20,说到飞机杯，窝声音就很大了
sgerandsber 发表于 2018-3-6 17:09飞机杯比手爽吗？这是两种体验吧，手刺激度比较高，飞机杯包裹感比较好除非你是花式lu guan冠军，不然不可能撸出飞机杯的效果，毕竟一个是徒手一个是借助器具如果妮买的是300多甚至500 600的飞机杯，肯定会有不一样的体验的，这是必然的，不然不是白花钱了？但是也不要神化飞机杯，就像不要神化实战一样作为器具，能做到的只是一定限度上让妮更爽，玩得尽兴片子选择，所处环境的舒适度对于kuai gan也是有影响的选部好的片子，yy着自己的女神lu，效果肯定比干lu强，妮说对不对,MervYn1976,21,说到飞机杯，窝声音就很大了
shkxjtz 发表于 2018-3-6 17:14傻雕实在是太蠢了，又在panda这傻逼平台，要不是比赛独播，一眼都不想看。 ...官方那解说够烂了，但起码是在说比赛，鲷哥那简直了，10句话里就1句跟比赛挂钩的宝哥解说虽然蠢，但认真呀。鲷哥是特么又蠢又滑,木马小马,20,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
民智未开，脑子里一片               。,soramylove,13,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
双辅助和赛老师,scv,25,【投票】VGJ VS 秘密  这把谁是大腿
rabbit123 发表于 2018-3-6 13:46都是群菜b也就你们ob那群智障当宝有句讲句、峰哥刚退役那两年还行…,w_adams,15,是dota不好看？还是直播的不好看？
rabbit123 发表于 2018-3-6 13:46都是群菜b也就你们ob那群智障当宝当然是窝觉得,w_adams,15,是dota不好看？还是直播的不好看？
 我可以透30岁的吗,mr_damn_,21,52岁温碧霞51岁的周慧敏你们透不透
我透我透,hercMoray,22,52岁温碧霞51岁的周慧敏你们透不透
我感觉你事有点多啊,MCqzhe,23,水友们 我被绿了吗？
可能是真的累 女人有时候就是突然发神经,hollandac,14,水友们 我被绿了吗？
那肯定是和你开房的时候来呀~,rva,15,女生一般几号来大姨妈
那肯定是和你开房的时候来呀~,一个匿名用户,13,女生一般几号来大姨妈
窝没得选,机智的单车,21,熊弟们介意女朋友不是处女吗？
窝没得选,yxedward,23,熊弟们介意女朋友不是处女吗？
复读机牛逼,ttwaw,13,ROTK如何评价YYF这个人？
又是我最喜欢的汤姆猫变态投票,QWER114,15,水友们有走过旱道吗？
又是我最喜欢的汤姆猫变态投票,扭曲的温拿粉,14,水友们有走过旱道吗？
C'est la vie,jackuuu88,15,我说个我认识的人吧
卧槽 小王和她媳妇好搞笑啊,demonnero,23,我说个我认识的人吧
买飞机杯不如加钱上臀模，买臀模不如加钱上实体娃娃，买实体娃娃不如买越南老婆,jjkidd,21,飞机杯真的好吗？
不贵，几百块吧。主要是浪费油。闲鱼上买吧，能便宜不少，还能体验绿别人的快感。,再见南音,21,飞机杯真的好吗？
不知道能不能买一个麻痹戒指,sanlrb@sina.com,23,古天乐在内陆建了这些学校，是不是等于买了一大片地？
ck_fear 发表于 2018-3-6 17:07有段时间的战绩全是他不玩的英雄，物品位置也和平常不一样，小刘有次晚上直播遇到乌总的号，但是是其他人 ...蛤这么real？啥时候的事情，他代练到多少名了？,LCFMM2000,22,566代练和奶子D开挂哪个*质更恶劣？
lcfmm2000 发表于 2018-3-6 17:16蛤这么real？啥时候的事情，他代练到多少名了？dota2吧去年有人晒过一张朋友圈的截图，是拍的一个人的战绩，整整一页全是TA和赏金这两个英雄，几乎全绿，而那个号就是566的号，max上可以查他一年前TA的历史战绩就能查到,关山难越,15,566代练和奶子D开挂哪个*质更恶劣？
再见南音 发表于 2018-3-6 17:10说人话我怕说得太露骨就进去了,MervYn1976,21,说到飞机杯，窝声音就很大了
民科牛逼,归墟丶,21,这人能拿几个诺贝尔啊
我宁可官方静音，也不去看傻鲷的直播,就爱xixi,14,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
阿格雷tmd死活不承认自己没看到眼下开5，一直转移话题煞笔一样,战神的神伤,22,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
 所以现在傻鲷被傻逼官方都能处刑了,eurus,14,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
高素质高智商人才都在工作学xi，天天没事上网看直播撕逼的本来就大多数是低素质人群,nmzszxsl.,21,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
不是调查网民大部分都是高中学历么,绿林好汉阿飞,22,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
以前真的挺喜欢许嵩跟后弦的,ythythyth123,21,你曾粉过下面哪些歌手
scv 发表于 2018-3-5 21:21双辅助和赛老师这把小强真是J8用没有~,DaXiguagua,21,【投票】VGJ VS 秘密  这把谁是大腿
萨尔大牛也吊啊，萨尔无限留人,jhjhjhj,23,【投票】VGJ VS 秘密  这把谁是大腿
 566有痔疮吃啊,justinzj,22,是dota不好看？还是直播的不好看？
kaka直播高分局非常好看好吧,字里行间,21,是dota不好看？还是直播的不好看？
这两天看戏精陈深夜直播dota，笑点很多,tudoupi,23,是dota不好看？还是直播的不好看？
透透透，透tm的周慧敏,咔咔呀呀,20,52岁温碧霞51岁的周慧敏你们透不透
该透要透啊,eurus,14,52岁温碧霞51岁的周慧敏你们透不透
小犹太不舍得透啊,似是故人來,20,52岁温碧霞51岁的周慧敏你们透不透
mengderunzhi 发表于 2018-3-5 16:29半仙含住峰哥的瘠薄 喊道：倚天 你要是救他 我就咬断他的瘠薄 让你守活寡倚天：仙仙对不起，平时用的是我的瘠薄 ,jytow0716,23,566收到组队邀请：我和半仙掉水里，你救谁？
我感觉你事有点多啊,少女的黑丝,15,水友们 我被绿了吗？
感觉你事有点多,zhang127,13,水友们 我被绿了吗？
浴血奋战,荡漾,24,女生一般几号来大姨妈
哭了哭了还有200块,一言不合,24,直播了一个月了，看看我的成果
只要jb大，干谁都是处,ELE.ZYK,24,熊弟们介意女朋友不是处女吗？
没死过人就行了,咔咔呀呀,20,熊弟们介意女朋友不是处女吗？
这是真的，这不是梦,梦境的虚有521,21,斗鱼这是在打压窝大枫皇？
吃饭了没,lianmi552635,23,ROTK如何评价YYF这个人？
566：吃饭了没？,rva,15,ROTK如何评价YYF这个人？
又是我最喜欢的汤姆猫变态投票,就爱xixi,14,水友们有走过旱道吗？
又是我最喜欢的汤姆猫变态投票,Maoyanan,15,水友们有走过旱道吗？
 C'est la vie.,扭曲的温拿粉,14,我说个我认识的人吧
C'est la vie,有理实复,14,我说个我认识的人吧
原来菜哥是个暖男啊,神秘的瓜,25,我说个我认识的人吧
忽雨 发表于 2018-3-6 16:41不贵，几百块吧。主要是浪费油。闲鱼上买吧，能便宜不少，还能体验绿别人的快感。 ...买一罐身体乳啊。,友人A_,20,飞机杯真的好吗？
@对子哈特      ,战神的神伤,22,飞机杯真的好吗？
有钱人是真的好啊，老子辛辛苦苦实验出来的论文还要求这别人才能发表，有钱人自己都能掏钱著书立说。,yeyehmk,15,这人能拿几个诺贝尔啊
能脑补出来一本书也是个人才,cesczsj,21,这人能拿几个诺贝尔啊
本来说的点不一样，很容易解析一下带过的事，非要阴阳怪气的争，不会聊天真的没救,acinter,22,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
首次被官方处刑的解说 丑雕,灼眼夏娜,21,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
绿林好汉阿飞 发表于 2018-3-3 12:27不是调查网民大部分都是高中学历么说实话我到现在还觉得周围人应该最差都是专科起步。。,liepiejko,22,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
liepiejko 发表于 2018-3-3 12:28说实话我到现在还觉得周围人应该最差都是专科起步。。可能是很多人都暂时没进入大学，并不是最终学位是大学，但是问题又来了，如果是这样，那学历分布随着时间变化，会发生很多变化呀。我就不太明白了，嘿嘿,绿林好汉阿飞,22,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
没有看戏通道吗          ,隔壁薯片半价,22,你曾粉过下面哪些歌手
这些除了薛之谦听都没听说过 薛之谦还是sg薛人论坛才知道的,sgsg1234,13,你曾粉过下面哪些歌手
我觉得许嵩还行，不炒作，至少做音乐的态度很端正,Lophers,15,你曾粉过下面哪些歌手
说实在的，流畅这盘打的也很好，不过狼人太显眼了，感觉这盘五个人都挺不错的,爱坐时光机,13,【投票】VGJ VS 秘密  这把谁是大腿
"不好意思,我只想投赛老师",我爱龙宝川,15,【投票】VGJ VS 秘密  这把谁是大腿
字里行间 发表于 2018-3-6 13:55kaka直播高分局非常好看好吧霉皇也还行、me皇破费,w_adams,15,是dota不好看？还是直播的不好看？
但是、你挂着热干面的牌子卖手抓饼、那你就不能怪我砸你摊子了,天津裴勇俊,13,是dota不好看？还是直播的不好看？
都不怎么好,天王之仙也,11,是dota不好看？还是直播的不好看？
看过温碧霞的无圣光，叫惊变还是啥，真的很不错，乃至好大,Miss丶夜猫,15,52岁温碧霞51岁的周慧敏你们透不透
#在这里快速回复# 我可以透30岁的吗,逆神路西法,26,52岁温碧霞51岁的周慧敏你们透不透
峰哥嘴里有jj吊味,256053,22,566收到组队邀请：我和半仙掉水里，你救谁？
峰哥嘴里有jj吊味,wt931119,21,566收到组队邀请：我和半仙掉水里，你救谁？
峰哥嘴里有jj吊味,Horcrux,15,566收到组队邀请：我和半仙掉水里，你救谁？
LZ你这样即使没被绿也是迟早的事~ ,ytrrtyyt,20,水友们 我被绿了吗？
 LZ你这样即使没被绿也是迟早的事,xhlhmm,23,水友们 我被绿了吗？
哭了哭了还有200块,菠萝啃萝卜,25,直播了一个月了，看看我的成果
用渚薰头像的吗,大声告诉我,20,直播了一个月了，看看我的成果
哭了哭了，不哭不是小僵尸,aqishisi,12,斗鱼这是在打压窝大枫皇？
 石锤了 造谣无敌是威风八面工作室成员,舜天是狗,23,斗鱼这是在打压窝大枫皇？
????????????一波办卡抽奖热度一下就上去了，又不是长久人气,Just93HOLD,15,斗鱼这是在打压窝大枫皇？
566：吃饭了没？,ishmeals,15,ROTK如何评价YYF这个人？
来了来了,李1,25,水友们有走过旱道吗？
妹手软选项呢？,zhhzh0123,21,水友们有走过旱道吗？
C'est la vie.,菠萝啃萝卜,25,我说个我认识的人吧
C'est la vie.,信熊哥烤乳鸽,14,我说个我认识的人吧
尼罗还是要以谈恋爱为目的啊，感觉飞机杯会产懒于接触女*，我没用过，但是以前看到别人说过这个问题,绿林好汉阿飞,22,飞机杯真的好吗？
绿林好汉阿飞 发表于 2018-3-6 17:04尼罗还是要以谈恋爱为目的啊，感觉飞机杯会产懒于接触女*，我没用过，但是以前看到别人说过这个问题 ...那我要小心啊～(￣▽￣),demonnero,23,飞机杯真的好吗？
不是 这书怎么出版的？？？,eurus,14,这人能拿几个诺贝尔啊
 一年颁一千个诺贝尔奖并不够西恩的民科分,mr_damn_,21,这人能拿几个诺贝尔啊
解说10分钟，4分钟在那跟dan;幕要礼物，4分钟跟dan幕在那较真，2分钟在解说比赛,小核桃,22,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
你去看丑鲷解说?,一言不合,24,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
 你不爱神，但神爱世人,千坟冢,20,pis到底能不能称得上p神
我他妈又不是傻逼～,疯一般的影帝,22,如果婚后发现老婆是les 你会离婚吗
是这样的啊，什么都说不出来，说个运营总不会错,纱卷,14,为什么运营这个说法很蠢
以下这些身份哪个最丢人？被扣上哪个帽子你最生气？,跳刀颜粉,15,我看到很多人无端被扣上东北人帽子后非常生气，不禁想问
3月06日dota2赛事预告时间战队比分战队赛制直播赛事3月06日 16:00NaVi  VPBO1ImbaTVPGL布加勒斯特3月06日 17:30paiN  SecretBO1PGL布加勒斯特3月06日 19:00LFY  VGBO1PGL布加勒斯特3月06日 20:30COL  LiquidBO1PGL布加勒斯特3月06日 22:00Mineski  VegaBO1PGL布加勒斯特3月06日 23:30TNC  VGJ.TBO1PGL布加勒斯特3月07日 01:00EG  NewbeeBO1PGL布加勒斯特3月07日 02:30OpTic  OGBO1PGL布加勒斯特》PGL Major布加勒斯特《,美元美元,17,3月06日赛事预告：16点NaVi对阵VP
窝以前没事干统计过一次 按国家统计局的数据 15年参加高考的人数只占到97年出生人数的一半 再通过各省的考试人数和本科录取率 同一年出生高考的人占不到百分之10,ZayU,15,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
同一年出生考上本科的人,ZayU,15,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
都是什么JB,脖子要断了,21,你曾粉过下面哪些歌手
没有圆圆吗,wt931119,21,你曾粉过下面哪些歌手
这把打的都没毛病啊，ddc和fade给国内辅助上了一课，打辅助就得带足反隐，隐身无敌guna,hercMoray,22,【投票】VGJ VS 秘密  这把谁是大腿
DaXiguagua 发表于 2018-3-5 21:21这把小强真是J8用没有~皮鞋说小强赏金都怕推进,酱油dang,15,【投票】VGJ VS 秘密  这把谁是大腿
w_adams 发表于 2018-3-6 13:50有句讲句、峰哥刚退役那两年还行…两年个毛  yyf从进ob到割屁股变成彩笔也就半年吧,sawachikaeri,21,是dota不好看？还是直播的不好看？
讲道理，本来游戏就不是用来看的，是用来玩的，最早的时候，大家水平菜，想看高水平的操作，这几年比赛这么多，高分局也看多了，基本能看明白的也都看明白了，观众就少了啊,泡脚凤爪,14,是dota不好看？还是直播的不好看？
我透我透,荡漾,24,52岁温碧霞51岁的周慧敏你们透不透
透是关乎权利，而撸只关乎*,rva,15,52岁温碧霞51岁的周慧敏你们透不透
半仙含住峰哥的瘠薄 喊道：倚天 你要是救他 我就咬断他的瘠薄 让你守活寡,wouldend,24,566收到组队邀请：我和半仙掉水里，你救谁？
半仙含住峰哥的瘠薄 喊道：倚天 你要是救他 我就咬断他的瘠薄 让你守活寡,杉浦小春,14,566收到组队邀请：我和半仙掉水里，你救谁？
峰哥嘴里有jj吊味          ,paxcb,21,566收到组队邀请：我和半仙掉水里，你救谁？
 周五晚上先陪表弟，你可以加一个一起来啊,来讲道理,21,水友们 我被绿了吗？
3.  电费都不够,MervYn1976,21,直播了一个月了，看看我的成果
我的军团像bone7 发表于 2018-2-22 20:53200多吗？水友们200真的多吗？200对于很多死水主播来说很好了,搞死你个2b,23,直播了一个月了，看看我的成果
哭了哭了还有200块,地穴刺客杜蕾斯,24,直播了一个月了，看看我的成果
造谣无敌,Acesturntoban,15,斗鱼这是在打压窝大枫皇？
这是真的，这不是梦,justinzj,22,斗鱼这是在打压窝大枫皇？
石锤了 造谣无敌是威风八面工作室成员,wt931119,21,斗鱼这是在打压窝大枫皇？
来了来了,Gwyn,21,水友们有走过旱道吗？
又是我最喜欢的汤姆猫变态投票,专打小盆友-_-#,21,水友们有走过旱道吗？
推荐一个韩国女主播，winter，看上去像天然的，我天天收兵,Diekiller,22,我说个我认识的人吧
 C'est la vie.,带盾带奶百分百,20,我说个我认识的人吧
potatowolf 发表于 2018-3-6 15:41能写这么多 我就觉得已经不容易了 至于对错 我这种人 只能随着大流了   科学永远不靠脑补和yy     退一百万步来说     就算证明了他的结论是对的 也和他没什么关系,贩鱼小鸽,22,这人能拿几个诺贝尔啊
这也能写个书我是服气的,神秘的瓜,25,这人能拿几个诺贝尔啊
流畅那种调戏杰尼龟的，我是大力兹次的,q261525978,14,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
流畅那种调戏杰尼龟的，我是大力兹次的,merlini000,15,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
唯一被官方处刑的OB人员,马焦666,22,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
你不爱神，但神爱世人,Erepyon,22,pis到底能不能称得上p神
 你不爱神，但神爱世人 ,wuli惠利,23,pis到底能不能称得上p神
别yy惹！窝光是看妮yy都羡慕哭惹,鳖孙吃尸米,14,如果婚后发现老婆是les 你会离婚吗
还有这种好事？,kakashie,12,如果婚后发现老婆是les 你会离婚吗
其实是有运营一说的，特别是当tp的cd变得特别长了以后，运营变得更重要了，所谓运营就是团队的节奏。,fredld22,21,为什么运营这个说法很蠢
语焉不详 文化人,lbxx1992,12,为什么运营这个说法很蠢
我更喜欢压制这个词 ,四顾剑,12,为什么运营这个说法很蠢
我一个朋友天天要我支持战狼二，他跳伞英文名也是wolfwarriors,x674216355z,21,我看到很多人无端被扣上东北人帽子后非常生气，不禁想问
不支持战狼不是中国人,仁义无双蔡宜峰,27,我看到很多人无端被扣上东北人帽子后非常生气，不禁想问
来了来了,蜡笔小强,3,3月06日赛事预告：16点NaVi对阵VP
来了来了,yanice,22,3月06日赛事预告：16点NaVi对阵VP
来了来了   ,11大厦1121,20,3月06日赛事预告：16点NaVi对阵VP
ZayU 发表于 2018-3-3 12:39窝以前没事干统计过一次 按国家统计局的数据 15年参加高考的人数只占到97年出生人数的一半 再通过各省的考 ...97年的表示躺了一qiang,xsr1997,15,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
我表白尼玛臭逼,君豪铁粉,15,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
我表白尼玛臭逼,逆神路西法,26,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
白眉大侠也唱歌吗,狡猾的徐志雷,22,你曾粉过下面哪些歌手
张杰是这里面唯一一个有硬实力的，山高除了曾经有很多脑残粉外毫无黑点,尔一贱吾就笑,14,你曾粉过下面哪些歌手
初中时候粉过后弦，那时还是很惊艳的，只不过后期脑子进水走韩流。,iian,22,你曾粉过下面哪些歌手
"不好意思,我只想投赛老师",aqishisi,12,【投票】VGJ VS 秘密  这把谁是大腿
 这把打的都没毛病啊，ddc和fade给国内辅助上了一课，打辅助就得带足反隐，隐身无敌guna,逆神路西法,26,【投票】VGJ VS 秘密  这把谁是大腿
 我可以透30岁的吗,扭曲的温拿粉,14,52岁温碧霞51岁的周慧敏你们透不透
假羲之真的脏,niklausmich,14,566收到组队邀请：我和半仙掉水里，你救谁？
峰哥嘴里有jj吊味,fleshTrihard,15,566收到组队邀请：我和半仙掉水里，你救谁？
半仙含住峰哥的瘠薄 喊道：倚天 你要是救他 我就咬断他的瘠薄 让你守活寡,aluoaniki,23,566收到组队邀请：我和半仙掉水里，你救谁？
我有个4位数短id的斗鱼直播间 需要不,这日子没法过了,14,直播了一个月了，看看我的成果
200多吗？水友们200真的多吗？,peng2386,21,直播了一个月了，看看我的成果
直播的什么内容呀,师艹爷,23,直播了一个月了，看看我的成果
石锤了 造谣无敌是威风八面工作室成员,专业带强哥,21,斗鱼这是在打压窝大枫皇？
 石锤了 造谣无敌是威风八面工作室成员,莫问前生,21,斗鱼这是在打压窝大枫皇？
这是真的，这不是梦,drodo,15,斗鱼这是在打压窝大枫皇？
@咬人王老师 游药娘的旱道感受是什么样的啊,比蠢我谁也不服,14,水友们有走过旱道吗？
又是我最喜欢的汤姆猫变态投票,cxzdgg,22,水友们有走过旱道吗？
意思是单身狗连投票的权利都没了？,237969620,15,水友们有走过旱道吗？
约出来的韩国女： 大兄弟 草b不,yxedward,23,我说个我认识的人吧
可以可以,a885110968,22,我说个我认识的人吧
气功拖地球,ytrrtyyt,20,这人能拿几个诺贝尔啊
一言不合 发表于 2018-3-6 15:44能把第十四章第二节结婚公式看看吗我也看到这个了，驴头小老弟,绿林好汉阿飞,22,这人能拿几个诺贝尔啊
藤原拓海的下场是什么？开四驱车去啦。,iPugna,24,傻狗们，跟女孩聊天真的难吗?
 所以现在傻鲷被傻逼官方都能处刑了,青春∮狂徒,20,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
我全都要,burden233,12,8分纹身抽烟女 和 4分乖乖女 你选哪个
炮决名单+1,无敌最俊朗,20,残酷单选，你是刘恺威你选王鸥还是杨幂啪啪啪？
格外恶心,蓝绫樱柔,22,喜欢打魅惑魔女(小鹿)的水友进来一下？
想让可能偷偷上sg暗中观察的选手们看到你支持的文字吗？想让和你咫尺天涯的水友听到你不敢亲口诉说的心声吗？想在最醒目的地方和大家一同分享你的喜怒哀乐吗？公平竞拍，价高者得，拍到就是赚到！！！点击进入竞拍页面写好想发的内容，和金币提交审核通过后会显示在竞拍页面想要抢占头条就要关注竞拍价格啦，这里可以进行加价哟头条竞拍玩法：      1. 玩家提交头条内容以及竞拍标价（起拍价100金币，可加价一次20金币）；      2. 审核通过后头条中标者头条信息将将在首页显示一周；      3. 竞拍头条必须合法合规，采用价高者中标的方式进行竞标；      4. 头条结算后除中标者外其他竞标者退回全部金币；      欢迎各位油菜花踊跃参与！,Lamenta,1,我要表白CN Dota，我要上头条！！！
11年的号没被小树人砍过全家嘛 ,泡泡酱,24,pis到底能不能称得上p神
你不爱神，但神爱世人,1017371169,15,pis到底能不能称得上p神
我他妈又不是傻逼～,justinzj,22,如果婚后发现老婆是les 你会离婚吗
我他妈又不是傻逼～,mikuvivid,14,如果婚后发现老婆是les 你会离婚吗
居然有人投了会？,就爱xixi,14,如果婚后发现老婆是les 你会离婚吗
鳖鳖跟赛垃圾全是煞笔咯,战神的神伤,22,为什么运营这个说法很蠢
是有运营一说的 是赛老师教我的 怎么的 对赛老师有意见？,拉攀,21,为什么运营这个说法很蠢
我觉得这个词挺贴切的啊,Dahoud,12,为什么运营这个说法很蠢
x674216355z 发表于 2018-2-21 15:46我一个朋友天天要我支持战狼二，他跳伞英文名也是wolfwarriors好苗子，建议绝交,TUA,15,我看到很多人无端被扣上东北人帽子后非常生气，不禁想问
不支持战狼不是中国人,虚空假面第六感,15,我看到很多人无端被扣上东北人帽子后非常生气，不禁想问
来了来了,dogfe416,20,3月06日赛事预告：16点NaVi对阵VP
leileleile,palmberry,14,3月06日赛事预告：16点NaVi对阵VP
来了来了,faYmm,20,3月06日赛事预告：16点NaVi对阵VP
        2.  粉丝低龄儿，弱智,MervYn1976,21,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
我表白尼玛臭逼,尘封你的笑,23,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
爱斯基毕业 发表于 2018-3-3 12:21经济虽然发展了  文化建设没跟上 90%的百姓审美水准低下 基本没经过美术、音乐、文学方面的审美教育绝大 ...妮说的太对了，然而狗头人们连生活都搞不定哪有时间品鉴艺术啊,MervYn1976,21,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
都是屎。     ,一个匿名用户,13,你曾粉过下面哪些歌手
一个都没有,hxkusher,22,你曾粉过下面哪些歌手
都是什么JB,akalex,13,你曾粉过下面哪些歌手
这盘双酱油是真的尽职,只诺加奈,14,【投票】VGJ VS 秘密  这把谁是大腿
塞拉 ＞ddc＞ fade＞ 流畅＝ 皮鞋,qwtyio,13,【投票】VGJ VS 秘密  这把谁是大腿
 1.  赛垃圾,MervYn1976,21,【投票】VGJ VS 秘密  这把谁是大腿
三个一起溺死  地板,yxedward,23,566收到组队邀请：我和半仙掉水里，你救谁？
峰哥嘴里有jj吊味,rva,15,566收到组队邀请：我和半仙掉水里，你救谁？
哭了哭了,drodo,15,直播了一个月了，看看我的成果
两百还不多？刚开播、没名气、没推广，你这两百怎么挣来的？直播内容很有趣？,力灬多,15,直播了一个月了，看看我的成果
 哭了哭了还有200块,sshx,21,直播了一个月了，看看我的成果
  石锤了 造谣无敌是威风八面工作室成员,xf920101,24,斗鱼这是在打压窝大枫皇？
继续说，老陈很喜欢,sniperbell123,11,斗鱼这是在打压窝大枫皇？
喜大普奔,hxkusher,22,斗鱼这是在打压窝大枫皇？
走了走了,hoverwings,23,水友们有走过旱道吗？
又是我最喜欢的汤姆猫变态投票惹,coconet,12,水友们有走过旱道吗？
珺珺，可是我只想看腿惹,绿林好汉阿飞,22,这人能拿几个诺贝尔啊
楼主把第一章第五六节截图发来看看，全篇就这个是重点，谢谢,鱼和渔夫,22,这人能拿几个诺贝尔啊
建议永丰,bofengs,15,傻狗们，跟女孩聊天真的难吗?
用智商想想啊，这妹子其实根本不想理你。 对你没J8一点兴趣，不然不会这么说话的。还聊个J8，这种婊子不可能出现在我好友名单中的。,三好学生.,20,傻狗们，跟女孩聊天真的难吗?
所以现在傻鲷被傻逼官方都能处刑了,Dingo233,14,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
4分钟在那跟*幕要礼物,muguar,22,我特别烦两种人，跟*幕较真的主播，跟水友对喷的选手
我是老实人，没得选,rva,15,8分纹身抽烟女 和 4分乖乖女 你选哪个
丑是原罪，滚开,喧哗上等,23,8分纹身抽烟女 和 4分乖乖女 你选哪个
没有推推棒吗？,zenglaohan666,11,残酷单选，你是刘恺威你选王鸥还是杨幂啪啪啪？
我全都要,Giphnty,25,残酷单选，你是刘恺威你选王鸥还是杨幂啪啪啪？
略略略略,sda5827031,21,喜欢打魅惑魔女(小鹿)的水友进来一下？
  再来两张，xixi,就爱xixi,14,喜欢打魅惑魔女(小鹿)的水友进来一下？
lei了lei了,HMNNM,22,我要表白CN Dota，我要上头条！！！
头条人工审核，非法消息，有敏感词或者不适用于论坛的头条将不显示，退回金币，如第一条被判定为无效头条则第二名获得头条所有权， 依次顺延，头条最多30个字符竞价成功后在首页显示24小时。,2427036003,22,我要表白CN Dota，我要上头条！！！
 你不爱神，但神爱世人,qri___,14,pis到底能不能称得上p神
"#在这里快速回复#5.  Don't talk, the man doesn't like        ",逆神路西法,26,pis到底能不能称得上p神
这不是他妈的梦寐以求,马焦666,22,如果婚后发现老婆是les 你会离婚吗
这条件tm明显就是为了和你3p假装les吧,一言不合,24,如果婚后发现老婆是les 你会离婚吗
其实运营这个词没啥啊。现在dota线野各种资源的队伍分配及应用统称一个运营挺合适啊。是有些低能解说滥用导致这个很蠢的罪在那些低能解说不在这个词上。。。,woshibyg,15,为什么运营这个说法很蠢
说运营其实还好吧 确实dota的运营比较容易解理 懂比赛的人不太需要这么一个概括*的词语 但是不熟悉的人可以用用没什么毛病吧,唯一的魔法使,22,为什么运营这个说法很蠢
不支持战狼不是中国人,hercMoray,22,我看到很多人无端被扣上东北人帽子后非常生气，不禁想问
 不支持战狼不是中国人,xf920101,24,我看到很多人无端被扣上东北人帽子后非常生气，不禁想问
leileliele,ijn112233,14,3月06日赛事预告：16点NaVi对阵VP
屎黄vg。。。,月不月,23,3月06日赛事预告：16点NaVi对阵VP
xsr1997 发表于 2018-3-3 12:5897年的表示躺了一qiang自己考没考上本科心里没b数么,MervYn1976,21,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
许三高有几首歌还是不错的,绿巨人卜哭,15,你曾粉过下面哪些歌手
提交 (此为公开投票，其他人可看到您的投票项目),逆神路西法,26,你曾粉过下面哪些歌手
双辅助和赛老师,喧哗上等,23,【投票】VGJ VS 秘密  这把谁是大腿
塞老师这堂狼人教学，我看硬了,脓夫三泉,13,【投票】VGJ VS 秘密  这把谁是大腿
峰哥嘴里有jj吊味,重感冒,14,566收到组队邀请：我和半仙掉水里，你救谁？
jytow0716 发表于 2018-3-5 17:33倚天：仙仙对不起，平时用的是我的瘠薄于是半仙顺势咬住了峰哥的痔疮,一深大师,14,566收到组队邀请：我和半仙掉水里，你救谁？
哭了哭了还有200块,chende2002,24,直播了一个月了，看看我的成果
哭了哭了还有200块,Thom2015,14,直播了一个月了，看看我的成果
这是真的，这不是梦,MervYn1976,21,斗鱼这是在打压窝大枫皇？
莱阳农学院，我和霸气是校友,三万希婆一秒躺,21,这人能拿几个诺贝尔啊
